timestamp,original_url,imprint_url,processing_date,processing_time,company_name,managing_directors,street,city,postal_code,country,phone,email,website,registration_number,vat_id
20250722_104233,https://www.landkreis-cham.de,https://www.landkreis-cham.de/meta/impressum/,2025-07-22,10:42:51,Landkreis Cham,Franz Löffler,Rachelstraße 6,Cham,93413,Germany,+49 (9971) 78-0,poststelle@lra.landkreis-cham.de,https://www.landkreis-cham.de,,
20250722_104224,http://www.kirchgaessner-reisen.de,http://www.kirchgaessner-reisen.de/impressum/,2025-07-22,10:42:51,KIRCHGÄSSNER-Reisen GmbH,Eduard Kirchgäßner; Markus Kirchgäßner,Hauptstr.7,Weilbach/Ufr.,63937,Germany,093 73 / 43 71; 09373 / 2056960,info@Kirchgaessner-Reisen.de; Reisebuero@Kirchgaessner-Reisen.de,http://www.Kirchgaessner-Reisen.de,HRB 1762,DE 811758870
20250722_104235,https://www.hierl-reisen.de,https://www.hierl-reisen.de/index.php/impressum,2025-07-22,10:42:53,Fa. Heinrich Hierl e.K.,Regina Hierl,Weinbergweg 11,Kelheim,93309,Germany,09441 55 88; 09441 33 86,info@hierl-reisen.de,https://www.hierl-reisen.de,HRA 3173,DE 248 818 692
20250722_104241,http://buergerbus-schramberg.de,https://buergerbus-schramberg.de/impressum/,2025-07-22,10:42:58,Bürgerbus Schramberg e. V.,"Göller, Eugen",Fichtenweg 10,Schramberg,78713,Germany,07422 54493,info@buergerbus-schramberg.de,https://buergerbus-schramberg.de,,
20250722_104220,https://www.stadtwerke-lohr.de,https://www.stadtwerke-lohr.de/seite/de/wasserversorgung/063:28/-/Impressum.html,2025-07-22,10:42:58,Stadtwerke Lohr a.Main,,Wombacher Str. 15,Lohr a.Main,97816,Germany,09352 60592-0,kontakt@stadtwerke-lohr.de,https://www.stadtwerke-lohr.de,,
20250722_104236,http://www.wtv-online.de,http://www.wtv-online.de/impressum/,2025-07-22,10:43:00,WTV Waldshuter Tarifverbund GmbH,Lothar Probst; Stefan Preuss,Eisenbahnstraße 11,Waldshut-Tiengen,79761,Germany,07751 - 89 64-0,auskunft@wtv-online.de,https://www.wtv-online.de,,
20250722_104243,http://www.ghtransporte.de,http://www.ghtransporte.de/impressum,2025-07-22,10:43:01,GH Transporte GmbH,Haiko Schüle; Tobias Schüle,Im Tal 11,Sinsheim,74889,Germany,07261 / 97 59 74 - 0,info@ghtransporte.de,,,DE278619982
20250722_104253,http://www.taxi-schonhardt.de,http://www.taxi-schonhardt.de/Impressum/,2025-07-22,10:43:01,TAXI-SCHONHARDT,Ökkes Günes,Marktplatz 13,Furtwangen im Schwarzwald,78120,,+49 171 371 23 33; +49 7723 50 426 18,info@taxi-schonhardt.de,http://www.taxi-schonhardt.de/,,DE319110661
20250722_104250,https://www.wagner-tours.de,https://www.wagner-tours.de/impressum/,2025-07-22,10:43:02,Wagner-tours,Manfred Wagner,Burgenäckerstraße 9,Sinsheim Hilsbach,74889,Germany,07260 - 524,info@wagner-tours.de,https://www.wagner-tours.de,,DE 144364264
20250722_104300,https://www.diesch-gmbh.de,,2025-07-22,10:43:05,No imprint data found,,,,,,,,,,
20250722_104251,https://www.klingel-reisen.de,https://www.klingel-reisen.de/Impressum,2025-07-22,10:43:06,Klingel GmbH - Omnibusverkehr und Reisen,Andreas Klingel,Industriestrasse 28,Weil der Stadt,71263,Germany,+49(0)7033-539450,info@klingel-reisen.de,http://www.klingel-reisen.de/,HRB 253254,DE169446425
20250722_104251,http://www.freiberg-an.de,http://www.freiberg-an.de/index.php?id=44,2025-07-22,10:43:10,Stadt Freiberg am Neckar,Jan Hambach,Marktplatz 2,Freiberg am Neckar,71691,Germany,07141 278-0,rathaus@freiberg-an.de,https://www.freiberg-an.de,,DE 146 128 155
20250722_104258,https://www.buergerbus-bad-krozingen.de,https://www.buergerbus-bad-krozingen.de/impressum,2025-07-22,10:43:10,Bürgerbus Bad Krozingen e.V.,Philipp Moehrke,Kastellbergstr. 14,Bad Krozingen,79189,,07633 / 15678; 0160 555 3903,h.w.fischer@t-online.de,https://www.buergerbus-bad-krozingen.de/,,
20250722_104301,http://buergerbus-aichwald.de,http://buergerbus-aichwald.de/index.php?menuid=1&reporeid=7,2025-07-22,10:43:14,BürgerBusverein Aichwald e.V.,Albert H. Kamm; Klaus Elgardt; Michael Neumann,Weinstraße 7,Aichwald,73773,Germany,0711 / 655 96 37; 0711 / 655 96 36,info@buergerbus-aichwald.de,https://www.buergerbus-aichwald.de,VR-211784,
20250722_104258,https://rued-reisen.de,https://rued-reisen.de/impressum,2025-07-22,10:43:14,Rüd GmbH,Thomas Rüd; Matthias Rüd,Auf der Fluhe 9,Albbruck,79774,Germany,+49 7755 8686,info@rued-reisen.de,www.rued-reisen.de,HRB 621348,DE 202980275
20250722_104301,http://www.h3nv.de,http://www.h3nv.de/impressum,2025-07-22,10:43:15,Heilbronner · Hohenloher · Haller Nahverkehr GmbH,,Olgastraße 2,Heilbronn,74072,,0800 298 27 43; (07131) 8 88 86 - 0,,https://www.h3nv.de,,
20250722_104310,http://www.schaetzle-bus.de,,2025-07-22,10:43:17,No imprint data found,,,,,,,,,,
20250722_104306,http://groetzinger-reisen.de,http://groetzinger-reisen.de/kontakt/impressum/,2025-07-22,10:43:18,Omnibus Grötzinger GmbH,Birgit Grötzinger,Heubacher Straße 21,Bartholomä,73566,Germany,+49 (0) 7173 - 91473-0; +49 (0) 7173 - 9147329,info@groetzinger-reisen.de,https://groetzinger-reisen.de,700858,DE271141085
20250722_104302,https://www.bottenschein.de,https://www.bottenschein.de/impressum/,2025-07-22,10:43:22,Bottenschein Reisen GmbH & Co. KG,Horst Bottenschein,Ulmer Straße 34,Ehingen,89584,Germany,07391-70000,info@bottenschein.de,https://www.bottenschein.de,HRB 545-E,DE 201788 894
20250722_104315,https://www.tui.com,,2025-07-22,10:43:23,No imprint data found,,,,,,,,,,
20250722_104322,http://www.stadtbus-tuttlingen.de,,2025-07-22,10:43:24,No imprint data found,,,,,,,,,,
20250722_104314,http://www.schmieg-reisen.de,http://www.schmieg-reisen.de/index.php?modul=static&id=713,2025-07-22,10:43:27,Omnibus Schmieg GmbH,Manfred Schmieg,Im Riedle 12,Blaufelden,74572,Germany,07953 270,info@schmieg-reisen.de,https://www.schmieg-reisen.de,690568,DE205865839
20250722_104317,http://www.ertl-verkehr.de,http://www.ertl-verkehr.de/impressum.html,2025-07-22,10:43:28,Ertl Verkehr,,,,,,,,,,
20250722_104315,https://omnibus-rupp.de,https://omnibus-rupp.de/impressum/,2025-07-22,10:43:30,Omnibus Rupp GmbH,Oskar Rupp; Bernd Rupp,Badbrunnenweg 6/1,Neresheim,73450,Germany,0 73 26/7254,info@omnibus-rupp.de,https://omnibus-rupp.de/,HRB 520215,DE192472817
20250722_104319,https://www.diesch-omnibusverkehr.de,,2025-07-22,10:43:33,No imprint data found,,,,,,,,,,
20250722_104327,https://www.rist-reisen.de,https://www.rist-reisen.de/impressum,2025-07-22,10:43:36,Rist Reisen KG,Frank Heilmann; Karl Rist,Tullastrasse 7,Kenzingen,79341,Germany,+497644227,info@rist-reisen.de,https://rist-reisen.de,,
20250722_104310,https://www.neckar-kaeptn.de,https://www.neckar-kaeptn.de/wissenswertes#wichtige-infos,2025-07-22,10:43:37,Neckar-Kaeptn,,,,,,,anfrage@neckar-kaeptn.de; weinkoenigin@neckar-kaeptn.de; ms.wilhelma@neckar-flair.de,https://neckar-kaeptn.de,,
20250722_104324,http://www.bustouristik-schnell.com,http://www.bustouristik-schnell.com/impressum,2025-07-22,10:43:37,Bustouristik Schnell,Lothar Schnell,Carl-Benz-Straße 7,Kenzingen,79341,Germany,0 76 44 - 91 50-0; 0 76 44 - 91 50-25,info@bustouristik-schnell.com,www.bustouristik-schnell.com,HRA 270329,DE 141933872
20250722_104337,http://www.airportservice-freiburg.de,,2025-07-22,10:43:41,No imprint data found,,,,,,,,,,
20250722_104305,http://www.ruehle-reisen.de,http://www.ruehle-reisen.de/kontakt/impressum/,2025-07-22,10:43:42,Rühle-Gold eGbR Omnibusreisen,Holger Gold; Andreas Gold,Hauptstraße 16,Bartholomä,73566,Germany,+49 (0)7173 7505,info@ruehle-reisen.de,http://www.ruehle-reisen.de,,DE 146 760 346
20250722_104329,http://www.kurzenberger-reisen.de,http://www.kurzenberger-reisen.de/impressum,2025-07-22,10:43:45,Omnibus Kurzenberger GmbH,Karl Kurzenberger; Nicole Kurzenberger-Fink; Nadine Kurzenberger-Schneider,Albstrasse 18,Sonnenbühl-Erpfingen,72820,Germany,+49 (0) 712 86 53,info@kurzenberger-reisen.de,https://kurzenberger-reisen.de/,HRB 351709,DE 146 480 508
20250722_104333,http://www.berberich-gmbh.de,http://www.berberich-gmbh.de/impressum,2025-07-22,10:43:46,Horst Berberich GmbH,Horst Berberich; Petra Berberich,Reinhardsachsener Straße 19,Walldürn – Glashofen,74731,Germany,06282 6014,info@berberich-gmbh.de,https://www.berberich-gmbh.de,HRB 460146,DE282224273
20250722_104330,http://www.gomadingen.de,http://www.gomadingen.de/impressum/,2025-07-22,10:43:47,Gemeinde Gomadingen,Klemens Betz,Marktplatz 2,Gomadingen,72532,Deutschland,07385 9696-0; 07385 9696-22,,https://gomadingen.de/,,
20250722_104336,http://srbus.de,http://srbus.de/impressum,2025-07-22,10:43:50,Reisedienst Sehmer e.K.,Kerstin Sehmer,Im Oberdorf 36,Wald-Walbertsweiler,88639,Germany,+49 (0) 7578 / 568; +49 (0) 7578 / 2142 (Fax),info@sehmer-reisen.de,https://www.sehmer-reisen.de,HRA 724476,DE146833783
20250722_104337,https://www.dienacht8.de,https://www.dienacht8.de/impressum/,2025-07-22,10:43:52,Stadt Villingen-Schwenningen,Jürgen Roth,Marktplatz 1,Villingen-Schwenningen,78054,Germany,07721 / 82 2601; 07721 / 82-2999,stadt@villingen-schwenningen.de; webmaster@villingen-schwenningen.de,https://www.dienacht8.de,,DE 142985784
20250722_104323,https://www.stadtwerke-engen.de,https://www.stadtwerke-engen.de/impressum,2025-07-22,10:43:57,Stadtwerke Engen GmbH,Thomas Freund,Eugen-Schädler-Straße 3,Engen,78234,Germany,+49 (0) 7733 9480 0; +49 (0) 7733 9480 22; 0800 94 80 400,info@stadtwerke-engen.de; t.freund@stadtwerke-engen.de; datenschutz@stadtwerke-engen.de,https://www.stadtwerke-engen.de,HRB 541918,DE 224 325 311
20250722_104345,http://www.bbs-brandner.de,http://www.bbs-brandner.de/impressum,2025-07-22,10:43:57,BBS Brandner Bus Schwaben Verkehrs GmbH,Josef Brandner,Hans-Lingl-Straße 1,Krumbach,86381,Germany,08282/9902-0,info@bbs-brandner.de,https://www.bbs-brandner.de,HR B 4346,DE199316221
20250722_104346,https://www.allgaeu-airport-express.de,https://www.allgaeu-airport-express.de/impressum.html,2025-07-22,10:44:00,Allgäu-Airport-Express GmbH,Wolfgang Steber,Frühlingstr. 2,Mindelheim,87719,Germany,+49 176 13022352,info@aaexpress.de,,,
20250722_104342,https://okgo-ag.de,https://okgo-ag.de/impressum,2025-07-22,10:44:03,OK.go MobilitätsAG,Reiner Maria Scheiger,Dr.-Adolf-Schneider-Straße 17,Ellwangen-Neunheim,73479,Germany,+49 7961 9130-0,zentrale@okgo-ag.de,https://okgo-ag.de/,B736847,DE 815769644
20250722_104341,http://www.petrolli.de,http://www.petrolli.de/impressum/,2025-07-22,10:44:04,Petrolli Reisen GmbH & Co. KG,Dieter Petrolli,Schramberger Str. 15,Niedereschach-Fischbach,78078,Germany,+49 (0) 7725 9165-0,info@petrolli.de,https://petrolli.de,HRA 602 433,DE 191 741 805
20250722_104347,https://autohaus-seitz.de,https://autohaus-seitz.de/impressum,2025-07-22,10:44:06,Walter Seitz GmbH + Co. KG,Martin Osterberger-Seitz; Bernd Czolkos,Georg-Krug-Straße 8,Kempten,87437,Germany,+49 831 59123500,kontakt@autohaus-seitz.de,https://autohaus-seitz.de,HRA 3547,
20250722_104352,http://stadtwerke-pfaffenhofen.de,http://stadtwerke-pfaffenhofen.de/impressum,2025-07-22,10:44:07,Kommunalunternehmen Stadtwerke Pfaffenhofen a. d. Ilm,Thomas Wiringer,Michael-Weingartner-Str. 11,Pfaffenhofen a. d. Ilm,85276,Germany,08441/4052-0,mail@stadtwerke-pfaffenhofen.de,https://www.stadtwerke-pfaffenhofen.de,2724,DE287347220
20250722_104357,http://www.vag-freiburg.de,http://www.vag-freiburg.de/impressum,2025-07-22,10:44:10,Freiburger Verkehrs AG,Stephan Bartosch; Oliver Benz,Besançonallee 99,Freiburg,79111,Germany,0761/4511-500,info@vagfr.de,https://www.vag-freiburg.de/,HRB 952,DE811237981
20250722_104357,http://www.vvs.de,http://www.vvs.de/impressum,2025-07-22,10:44:11,Verkehrs- und Tarifverbund Stuttgart GmbH (VVS),Cornelia Christian; Dr. Jan Neidhardt,Rotebühlstraße 121,Stuttgart,70178,Germany,0711 6606-0,kontakt@vvs.de,https://www.vvs.de,HRB 7357,DE 147800319
20250722_104408,http://www.wegis-reisen.de,http://www.wegis-reisen.de/impressum/,2025-07-22,10:44:18,Omnibus Wegis GmbH,Christian Wegis; Matthias Wegis,Gehrenbergstr. 23,Bermatingen/Ahausen,88697,Germany,07544 9555-0; 07544 95550,info@wegis-reisen.de,https://www.wegis-reisen.de,HRB 580297,DE811329281
20250722_104406,https://www.hellermann.reisen,https://www.hellermann.reisen/impressum,2025-07-22,10:44:18,Hellermann Reisen GmbH,Ulrich Hellermann; Ulrike Hellermann,Alfred-Nägele-Str. 50,Bruchsal,76646,Germany,+49 7257 9254830; +49 7257 9254831; +49 176 19450923,info@hellermann.reisen; anfragen@hellermann.reisen,https://www.hellermann.reisen,HR MA 340386,DE 219558650
20250722_104403,https://www.wbo.de,https://www.wbo.de/impressum.html,2025-07-22,10:44:19,WBO Verband Baden-Württembergischer Omnibusunternehmen e.V.,Franz Schweizer; Yvonne Hüneburg,Dornierstraße 3,Böblingen,71034,Germany,07031 - 623 01; 07031 - 623 116,info@wbo.de,https://www.wbo.de,VR 241345,
20250722_104418,http://www.hain-bus.de,,2025-07-22,10:44:20,No imprint data found,,,,,,,,,,
20250722_104350,https://www.dpkv.cz,https://www.dpkv.cz/cz/jizdne/prepravni-podminky/,2025-07-22,10:44:22,"Dopravní podnik Karlovy Vary, a.s.",,Zeyerova 1121/19,Karlovy Vary,360 01,,+420 353 504 533,dpkv@dpkv.cz,https://www.dpkv.cz,,
20250722_104400,http://www.muellerreisen-pf.de,http://www.muellerreisen-pf.de/article/463-impressum,2025-07-22,10:44:23,Müller-Reisen GmbH & Co. KG,Hartin Müller; Viktoria Müller,"Bleichstraße 3a, Sedanplatz",Pforzheim,75173,Germany,+49 (0) 7231 92266-0,info@muellerreisen-pf.de,https://www.muellerreisen-pf.de,HRB 501765,DE 144602270
20250722_104419,http://www.limbus.biz,,2025-07-22,10:44:23,No imprint data found,,,,,,,,,,
20250722_104411,https://www.omnibus-dannenmann.de,https://www.omnibus-dannenmann.de/impressum/,2025-07-22,10:44:23,Omnibus Dannenmann Linien- und Reiseverkehr GmbH,Markus Dannenmann; Eberhard Dannenmann,Siemensstraße 1,Weinstadt-Beutelsbach,71384,Deutschland,(07151) 96922-0,info@omnibus-dannenmann.de,https://www.omnibus-dannenmann.de,HRB 261334,DE 147330772
20250722_104410,http://www.ehrmann-reisen.de,http://www.ehrmann-reisen.de/impressum,2025-07-22,10:44:33,Ehrmann Reisen GmbH & Co. KG,Ute Ehrmann,Ziegelwiesenweg 6,Bad Wurzach,88410,Germany,+49 (0) 7564 3110,,https://ehrmann-reisen.de/,HRA 726301,DE321548891
20250722_104423,https://www.moseltal-omnibusse.de,https://www.moseltal-omnibusse.de/impressum.php,2025-07-22,10:44:34,"Moseltal Omnibusse Kühnel, Moseberg, Schulligen GbR",Oliver Kühnel; Alexander Schulligen,Hohler Weg 3,Igel,54298,Germany,+49 171 5255076,info@moseltal-omnibusse.de,,,DE360520519
20250722_104418,http://www.eswe-verkehr.de,https://www.eswe-verkehr.de/rechtliches/impressum.html,2025-07-22,10:44:36,ESWE Verkehrsgesellschaft mbH,Marion Hebding,Gartenfeldstraße 18,Wiesbaden,65189,Germany,(0611) 450 22-450; (0611) 450 22-850,kundendialog@eswe-verkehr.de,https://www.eswe-verkehr.de,HRB 11962,DE 813358505
20250722_104436,http://www.hegenberger-busunternehmen.com,,2025-07-22,10:44:38,No imprint data found,,,,,,,,,,
20250722_104423,http://www.transdev.de,http://www.transdev.de/de/impressum,2025-07-22,10:44:38,Transdev GmbH,Christian Kleinenhammann; Ulf Braker; Hartmut Cyrkel,Georgenstraße 22,Berlin,10117,Germany,030 200730,post@transdev.de,https://www.transdev.de,HRB 100617 B,DE211206837
20250722_104423,http://www.scherer-reisen.de,http://www.scherer-reisen.de/impressum.html,2025-07-22,10:44:40,Scherer Reisen Omnibus Gesellschaft mbH,Frank Scherer,Hauptstraße 49,Gemünden,55490,Germany,+49 6765 270,info@scherer-reisen.de,https://www.scherer-reisen.de,HRB 4245,DE813816522
20250722_104421,https://www.medenbach-traffic.de,https://www.medenbach-traffic.de/impressum/,2025-07-22,10:44:41,Medenbach Traffic GmbH,Timo Medenbach,Am Pfingstborn 3,Weilburg-Hirschhausen,35781,Germany,+49 6471-9861-0; +49 6471-9861-44,info@medenbach.de,https://www.medenbach.de/,HRB 4445,DE 267 649 557
20250722_104422,http://www.mb-bus.de,http://www.mb-bus.de/de/impressum,2025-07-22,10:44:44,Martin Becker GmbH & Co. KG,Stefanie Halfen,Kölner Straße 78,Altenkirchen,57610,Germany,02681 95170,info@mb-bus.de,https://www.mb-bus.de,HRA 11869,DE148005134
20250722_104404,https://stadtwerke-konstanz.de,https://stadtwerke-konstanz.de,2025-07-22,10:44:44,Stadtwerke Konstanz GmbH,,,,,,+49 7531 803-0; +49 7531 803-1,info@stadtwerke-konstanz.de,https://www.stadtwerke-konstanz.de,,
20250722_104433,http://www.saarbahn.de,http://www.saarbahn.de/fusszeile/impressum,2025-07-22,10:44:49,Saarbahn GmbH,Karsten Nagel,Heuduckstraße 36,Saarbrücken,66117,Germany,+49 681 50 03-0,info@saarbahn.de,https://www.saarbahn.de,10720,DE 181248511
20250722_104434,http://rrustemi-reisen.de,http://rrustemi-reisen.de/impressum,2025-07-22,10:44:50,Lokalhelden GmbH,Maximilian Mustermann; Erika Musterfrau,Musterstraße 123,Musterstadt,12345,Deutschland,+49 (0) 123 456789-0,info@lokalhelden.de,https://www.lokalhelden.de,HRB 123456,DE123456789
20250722_104438,http://www.martin-regionalbus.de,http://www.martin-regionalbus.de/impressum,2025-07-22,10:44:51,Regionalbus Martin GmbH,Dieter Martin,Kronacher Straße 28,Pressig,96332,Germany,09265 959-0; 09265/959-21; 09265/959-59,info@martin-regionalbus.de,https://martin-regionalbus.de,6442,DE330029331
20250722_104451,https://www.american.edu,,2025-07-22,10:44:53,No imprint data found,,,,,,,,,,
20250722_104450,http://strausshotel.de,,2025-07-22,10:44:55,No imprint data found,,,,,,,,,,
20250722_104438,http://www.herzobuv.de,http://www.herzobuv.de/de/impressum/,2025-07-22,10:44:55,Herzo Bäder- und Verkehrs- GmbH,Dietmar Klenk,Schießhausstraße 9,Herzogenaurach,91074,Germany,09132 904 - 700; 09132 904 - 750; 09132 904 - 710,info@atlantis-bad.de; info@freibad-herzogenaurach.de; info@herzobus.de,https://www.herzobuv.de,HRB 7587,DE 208248018
20250722_104440,http://www.obermaier-busreisen.de,https://www.obermaier-busreisen.de/index.php/impressum,2025-07-22,10:44:58,Obermaier Busreisen,Claudia Obermaier,Oberaustraße 24a,Wang – Volkmannsdorferau,85368,Germany,+49 8761 5706,buero@obermaier-busreisen.de,https://www.obermaier-busreisen.de,,
20250722_104444,https://thumm-bus.de,https://thumm-bus.de/137-2/,2025-07-22,10:44:58,Markus Thumm Busfahrten,Markus Thumm,Gottlieb-Daimler-Straße 25,Weil im Schönbuch,71093,Germany,07157 8434,info@thumm-bus.de,https://thumm-bus.de,HRB 727138,
20250722_104444,https://www.ringzug.de,,2025-07-22,10:45:00,No imprint data found,,,,,,,,,,
20250722_104449,https://www.bus-fecht.de,https://www.bus-fecht.de/about/,2025-07-22,10:45:01,Fecht Omnibus GmbH,Gerhard Fecht,Industriestraße 8,Meßkirch,88605,Germany,+49 7575-858; +49 7771 929753,info@fecht-reisen.de,https://www.bus-fecht.de/,710807,DE 186809482
20250722_104441,https://www.swm.de,https://www.swm.de/impressum,2025-07-22,10:45:04,Stadtwerke München GmbH,Dr. Florian Bieberbach; Ingo Wortmann; Helge-Uve Braun,Emmy-Noether-Straße 2,München,80992,Germany,0800 796 796 0; 0800 796 796 9,info@swm.de,https://www.swm.de,HRB 121 920,DE 812 500 229
20250722_104453,http://www.ssb-ag.de,https://www.ssb-ag.de/impressum/,2025-07-22,10:45:09,Stuttgarter Straßenbahnen AG (SSB),Mathias Hüske; Thomas Moser; Annette Schwarz,Schockenriedstraße 50,Stuttgart,70565,Germany,0711 7885-3333,impressum@ssb-ag.de,https://www.ssb-ag.de/,69,DE 812 884 131
20250722_104455,http://rnv-online.de,http://rnv-online.de/impressum/,2025-07-22,10:45:10,Rhein-Neckar-Verkehr GmbH,Martin in der Beek; Christian Volz,Möhlstraße 27,Mannheim,68165,Germany,0621/465-0; 0621/465-3262,info@rnv-online.de,https://www.rnv-online.de,HRB 8674,DE 213122348
20250722_104501,http://www.omnibus-kurz.de,,2025-07-22,10:45:12,No imprint data found,,,,,,,,,,
20250722_104458,http://www.freiburger-reisedienst.de,http://www.freiburger-reisedienst.de/impressum.php,2025-07-22,10:45:13,Freiburger Reisedienst GmbH & Co. KG,Ferenc Balint,Lörracher Str. 33,Freiburg,79115,Germany,+49 (0) 761 500 500; +49 (0) 761 44 13 13,info@freiburger-reisedienst.de,https://www.freiburger-reisedienst.de/,HRA 4779,DE 217 329 957
20250722_104455,https://www.kvv.de,https://www.kvv.de#main,2025-07-22,10:45:14,Karlsruher Verkehrsverbund,,,,,,+49 721 6107-5885,,https://www.kvv.de,,
20250722_104504,https://www.ov-hildenbrand.de,https://www.ov-hildenbrand.de/kontakt/impressum,2025-07-22,10:45:15,Hildenbrand GmbH Omnibusverkehr,Isolde Hildenbrand; Tobias Maier,,,,,+49 7335 9627-0; +49 7335 9627-20,info@ov-hildenbrand.de,https://www.ov-hildenbrand.de,HRB 540 434,DE 274 678 464
20250722_104459,http://tuniberg-express.com,http://tuniberg-express.com/index.php/rechtliches/impressum,2025-07-22,10:45:17,Tuniberg Express Heinrich Schwarz KG,Jürgen Karle,Emletweg 1,Merdingen,79291,Germany,+49 (0) 7668 330; +49 (0) 7668 1681,info@tuniberg-express.de,https://tuniberg-express.com,HRA 290145,DE 142205519
20250722_104513,http://dpkv.cz,,2025-07-22,10:45:19,No imprint data found,,,,,,,,,,
20250722_104501,http://www.wolf-reisen.com,http://www.wolf-reisen.com/impressum,2025-07-22,10:45:19,Wolf Reisen GmbH,Herr Timo Wolf,Industriestr. 3,Niefern-Öschelbronn,75223,Germany,+49 (0) 72 33- 42 31,kontakt@wolf-reisen.com; info@wolf-reisen.com,,HRB 502289,DE 144202776
20250722_104518,http://www.demmelmair-bus-reisen.de,,2025-07-22,10:45:22,No imprint data found,,,,,,,,,,
20250722_104522,http://www.hoelzenbein-bus.de,,2025-07-22,10:45:23,No imprint data found,,,,,,,,,,
20250722_104509,https://www.taxi-holl.de,https://www.taxi-holl.de/impressum,2025-07-22,10:45:26,Holl AG,Dirk Holl,Michelbacher Str. 7,Gaggenau,76571,Deutschland,+49 7225 9645-50; +49 7225 1450; +49 7225 964560,verwaltung@holl.ag,https://www.holl.ag,HRB 731166,
20250722_104514,http://www.auto-mann.com,http://www.auto-mann.com/impressum,2025-07-22,10:45:28,Auto Mann GmbH & Co,Christian Mann M.Sc.; Doris Mann,Steingrubenstraße 13,Blaubeuren,89143,Germany,+49 73 44 / 96 30 - 0,,http://www.auto-mann-logistik.de,HRA 1348,DE 1470 40 537
20250722_104510,http://www.raddatzreisen.de,https://www.raddatzreisen.de/quicklinks/impressum/,2025-07-22,10:45:29,Raddatz Busreisen,Kevin Raddatz,Nürtinger Straße 92,Oberboihingen,72644,Germany,+49 (0) 7022 64492,info@raddatzreisen.de,https://www.raddatzreisen.de/,,DE 146 241 388
20250722_104519,http://www.keller-reisen.com,http://www.keller-reisen.com/impressum,2025-07-22,10:45:32,Kraftverkehr Keller & Co. KG,Herr Stefan Birk,Wiesenstraße 1,Leun-Biskirchen,35638,Germany,06473 1235,info@keller-reisen.com,,,
20250722_104512,http://www.mona-allgaeu.de,http://www.mona-allgaeu.de/impressum,2025-07-22,10:45:32,mona GmbH,Martin Haslach,Albert-Wehr-Platz 1,Kempten,87435,Germany,+49 (0)800 / 115 4600,info@mona-allgaeu.de,https://www.mona-allgaeu.de/,HRB 12542,DE 297359009
20250722_104526,https://www.v-bus.de,https://www.v-bus.de/impressum.html,2025-07-22,10:45:35,V-Bus GmbH,Stefan Prüfer,Klärwerkstraße 2,Lampertheim,68623,Germany,+49 (0)6206 - 30318-0,info@v-bus.de,,HRB 60 162,DE 111652355
20250722_104519,https://www.medenbach.de,https://www.medenbach.de/impressum,2025-07-22,10:45:36,Medenbach Traffic GmbH,Timo Medenbach,Am Pfingstborn 3,Weilburg-Hirschhausen,35781,Germany,06471 9861-0; 06471 9861-44,info@medenbach.de,https://www.medenbach.de/,HRB 4445,DE 267 649 557
20250722_104528,http://www.queichtal-nahverkehr.de,http://www.queichtal-nahverkehr.de/impressum,2025-07-22,10:45:37,QNV,,,,,,,,,,
20250722_104535,https://www.westrich-reisen.de,,2025-07-22,10:45:41,No imprint data found,,,,,,,,,,
20250722_104523,http://www.reisen-mueller.de,http://www.reisen-mueller.de/impressum,2025-07-22,10:45:41,Walter Müller Reise GmbH & Co. KG,Martin Müller; Ludwig Müller,Gewerbestr. 34,Biblis,68647,Germany,+49 6245 7130; +49 0621-102052; +49 6245 99834,info@reisen-mueller.de; urlaub@reisen-mueller.de,https://www.reisen-mueller.de/,HRA 62024,
20250722_104529,http://www.nussbaum-omnibusreisen.de,http://www.nussbaum-omnibusreisen.de/impressum,2025-07-22,10:45:47,Gebr. Nußbaum Omnibusreisen GmbH,Markus Fuchs; Remy Neumann,Hauptstraße 100,Merzalben,66978,Germany,0049 6395 - 1845,info@omnibus-nussbaum.de,https://www.omnibus-nussbaum.de/,21467,DE 149598054
20250722_104532,https://www.stadtbus-zw.de,https://www.stadtbus-zw.de/de/impressum,2025-07-22,10:45:47,Stadtbus Zweibrücken GmbH,Karsten Krämer,Schlachthofstraße 12 - 14,Zweibrücken,66482,Germany,06332 47140; 06332 - 4714 25,info@stadtbus-zw.de,https://www.stadtbus-zw.de,HRB 31247,DE 2 94 29 81 45
20250722_104533,http://www.behles-bus.de,http://www.behles-bus.de/impressum,2025-07-22,10:45:53,Unternehmensgruppe BehlesReisedienst Krauss & Wolff-Reisen GmbH,Marc Hein,Am Bahndamm 10,Kirchheimbolanden,67292,Germany,06352 7059-119,info@behles-bus.de,https://www.behles-bus.de,HRB 11878,
20250722_104547,http://www.buchberger-reisen.de,,2025-07-22,10:45:54,No imprint data found,,,,,,,,,,
20250722_104542,https://www.omnibus-zinsmeister.de,,2025-07-22,10:45:54,No imprint data found,,,,,,,,,,
20250722_104536,http://www.nvg-bogel.de,http://www.nvg-bogel.de/de/impressum,2025-07-22,10:45:58,Nassauische Verkehrs-Gesellschaft mbH,Jörg Martini,Anna-Birle-Straße 5b,Wiesbaden,55252,Germany,,info@nvg-bogel.de,,HRB 23196,DE 811186191
